19.108,31.08
12.835,89.573
14.963,126.42
5.7373,164.93
5.1104,194.66
25.91,258.87
14.051,285.06
26.071,307.68
9.3038,321.99
10.894,343.83
12.399,362.84
28.136,386.43
34.995,422.89
11.815,432.16
14.338,452.57
12.9,498.89
19.639,223.61
17.874,174.67
41.372,170.52
17.121,191.1
28.045,328
41.195,503.36
37.71,348.57
45.643,231.18
38.379,47.423
42.13,285.24
46.249,126.31
49.253,367.26
60.279,251.78
76.557,288.4
65.559,332.87
89.09,223.31
75.422,195.03
66.16,31.655
69.405,60.592
73.774,356.02
76.622,145.46
86.746,445.06
84.931,84.815
74.429,504.87
90.05,31.451
115.22,46.112
93.229,170.54
102.93,246.8
110.7,498.15
96.053,99.568
99.164,338.98
126.98,184.31
101.45,208.44
100.93,303.12
101.63,126.03
108.82,377.43
112.27,12.48
149.75,327.83
111.52,287.07
113.22,265.6
132.28,102.87
154.86,357.04
126.88,404.63
123.73,74.718
135.97,242.13
128.33,283.78
135.62,356.96
134.14,485.64
138.02,270.02
142.97,207.84
145.03,57.701
150.38,299.75
158.32,417.16
167.21,140.29
161.11,497.79
155.48,477.06
157.04,236.89
164.49,8.2648
162.55,109.75
171.23,217.26
171.12,275.2
189.64,397.84
186.72,88.648
180.38,503.26
201.77,282.94
203.21,189.98
184.63,323.76
190.29,302.17
195.94,216.05
204.16,503.97
201.04,355.56
207.22,375.76
213.76,241.44
205.75,326.07
219.32,476.08
222.86,452.74
217.8,421.61
213.95,221.29
238.87,487.3
230.51,364.62
239.06,406.32
234.88,64.586
245.63,199.28
236.67,222.29
238.38,85.833
243.93,386.84
251.7,431.61
265.56,103.4
261.49,216.78
267.34,503.68
265.15,401.24
269.39,458.87
268.75,483.24
281.18,414.03
296.1,437.62
296.86,167.49
305.68,479.16
319.72,20.467
304.64,115.89
300.95,365.24
334.93,78.835
345.52,56.223
330.4,112.04
326.7,171.65
361.02,486.39
336.18,504.74
339.74,214.23
342.82,409.81
346.64,449.61
361.07,391.88
352.24,466.17
356.81,334.36
356.87,503.74
362.42,128.36
375.48,19.571
386.97,107.22
366.94,352.34
366.61,260.18
377.06,218.87
377.08,5.8421
401.4,246.39
388.36,310.55
388.73,507.73
381.62,287.32
381.7,467.32
395.02,37.725
396.72,150.83
404.79,8.5228
400.56,460.78
410.37,278.84
423.33,424.48
408.66,483.94
410.61,142
419.26,400.07
417.48,503.79
418.65,313.99
419.34,98.653
423.36,295.37
452.08,325.5
439.01,81.561
427.03,264.33
440.3,9.0909
441.26,181.01
461.67,285.86
456.07,29.041
457.19,254
453.33,406.24
459.6,51.604
468.65,444.74
471.71,358.33
469.08,222.05
471,200.13
487.27,40.567
486.13,263.41
497.05,245.12
496.77,314.51
499.65,210.97
498.95,461.29
500.47,363.95
502.33,338
504.41,280.81
